departamento,clase,familia,FechaCorte,ExisUnidades,CantidadVendida
3,303,303146,2016-01-31 00:00:00,27405175,21477
4,412,412228,2014-06-30 00:00:00,18297671,14621
5,544,544005,2016-01-31 00:00:00,8498436,10556
8,885,885199,2013-12-31 00:00:00,16771,133
8,860,860407,2016-06-30 00:00:00,2682761,1277
3,302,302319,2013-10-31 00:00:00,1129906,1396
4,477,477092,2015-07-31 00:00:00,153783042,31069
8,854,854011,2015-06-30 00:00:00,14136066,10948
7,752,752051,2015-09-30 00:00:00,28402925,11271
3,313,313229,2016-01-31 00:00:00,40228942,18623
7,797,797042,2015-03-31 00:00:00,410,4
3,381,381073,2014-10-31 00:00:00,12029156,10874
2,281,281019,2013-08-31 00:00:00,231691,239
7,701,701066,2015-11-30 00:00:00,3404891,4909
8,867,867231,2015-12-31 00:00:00,180679920,62817
4,423,423117,2015-07-31 00:00:00,31131338,21234
1,198,198009,2014-04-30 00:00:00,245062,252
1,101,101027,2013-10-31 00:00:00,117990897,51629
5,542,542318,2013-05-31 00:00:00,4439503,5612
3,323,323073,2016-06-30 00:00:00,155412011,68264
1,105,105074,2014-11-30 00:00:00,69760191,37387
5,540,540015,2013-09-30 00:00:00,7595219,4456
5,541,541079,2013-05-31 00:00:00,5283560,4843
3,310,310080,2015-11-30 00:00:00,57946492,50965
1,102,102013,2016-03-31 00:00:00,12169071,18300
7,739,739105,2016-03-31 00:00:00,296204,1798
5,596,596243,2015-11-30 00:00:00,11239688,8919
3,313,313196,2016-07-31 00:00:00,3564498,3890
3,309,309069,2016-02-29 00:00:00,615865,2140
2,202,202025,2016-04-30 00:00:00,678997,613
4,412,412065,2013-08-31 00:00:00,124111497,53052
7,797,797320,2014-07-31 00:00:00,754,38
8,868,868027,2014-12-31 00:00:00,25303178,12411
4,413,413238,2014-03-31 00:00:00,90108573,33490
8,857,857009,2014-05-31 00:00:00,24166833,13550
3,381,381009,2013-10-31 00:00:00,16733029,17009
7,750,750013,2015-07-31 00:00:00,29628379,27341
3,326,326083,2015-08-31 00:00:00,19315,212
5,595,595002,2015-05-31 00:00:00,503715,607
8,865,865047,2015-04-30 00:00:00,10694348,3025
3,313,313155,2016-05-31 00:00:00,145692646,61152
8,855,855011,2015-02-28 00:00:00,16713546,12641
7,775,775254,2014-08-31 00:00:00,613655,1821
5,538,538008,2015-05-31 00:00:00,6864150,5047
5,596,596181,2016-05-31 00:00:00,56956052,22755
8,866,866211,2014-06-30 00:00:00,17045281,9620
3,312,312207,2015-02-28 00:00:00,52786813,29002
3,309,309142,2015-01-31 00:00:00,1403430,3858
3,317,317073,2016-06-30 00:00:00,159917887,101711
5,544,544005,2014-07-31 00:00:00,11633632,12923
5,585,585375,2016-09-30 00:00:00,2460042,1811
3,324,324117,2016-05-31 00:00:00,3641778,3177
3,321,321102,2013-11-30 00:00:00,308673,644
8,864,864211,2016-08-31 00:00:00,15970384,6929
3,317,317205,2016-07-31 00:00:00,69294926,36539
2,202,202018,2016-04-30 00:00:00,25379871,7760
2,281,281014,2016-07-31 00:00:00,9484971,7203
3,378,378105,2013-08-31 00:00:00,5285473,6758
3,319,319062,2013-04-30 00:00:00,66545584,18534
8,856,856231,2016-01-31 00:00:00,50877693,17042
8,860,860241,2013-07-31 00:00:00,87194296,26073
1,104,104014,2016-06-30 00:00:00,203365411,94247
4,420,420059,2014-02-28 00:00:00,15876824,11061
5,541,541084,2015-01-31 00:00:00,551044,664
5,541,541060,2016-09-30 00:00:00,36323773,21627
3,387,387302,2013-05-31 00:00:00,3334742,4174
2,282,282006,2016-08-31 00:00:00,52734340,28901
3,353,353307,2015-10-31 00:00:00,39201,238
1,103,103246,2013-07-31 00:00:00,12785331,5857
8,885,885200,2015-06-30 00:00:00,4470354,3680
5,541,541069,2014-08-31 00:00:00,42246270,34409
3,313,313155,2014-09-30 00:00:00,77312971,49251
1,106,106234,2014-05-31 00:00:00,12509577,8702
1,103,103239,2013-07-31 00:00:00,10153277,17869
5,586,586117,2016-07-31 00:00:00,26966,223
3,314,314129,2015-04-30 00:00:00,146974362,110114
3,324,324117,2014-09-30 00:00:00,1061231,1458
8,864,864211,2014-12-31 00:00:00,15157195,7418
1,102,102025,2014-04-30 00:00:00,45696919,13793
2,202,202025,2013-03-31 00:00:00,4987882,2061
1,102,102013,2014-07-31 00:00:00,25161343,12949
2,291,291057,2015-04-30 00:00:00,24,3
4,416,416068,2014-08-31 00:00:00,8030149,6030
5,596,596181,2014-12-31 00:00:00,56106318,30057
5,536,536001,2015-04-30 00:00:00,6133397,8778
3,381,381003,2014-08-31 00:00:00,280,10
3,317,317205,2014-11-30 00:00:00,54339696,34904
8,855,855022,2014-04-30 00:00:00,22022272,17048
3,326,326086,2014-05-31 00:00:00,18185,202
4,423,423132,2015-11-30 00:00:00,29621323,14547
4,401,401210,2016-06-30 00:00:00,3892178,4040
2,202,202018,2013-03-31 00:00:00,14447869,5373
8,871,871191,2015-04-30 00:00:00,8,1
2,202,202040,2013-08-31 00:00:00,29131573,11293
1,106,106051,2014-08-31 00:00:00,882,15
1,104,104114,2015-12-31 00:00:00,41731724,25243
8,860,860049,2015-06-30 00:00:00,297060520,89945
7,774,774250,2013-03-31 00:00:00,778214,3721
7,748,748024,2015-05-31 00:00:00,16212335,11609
4,416,416018,2016-07-31 00:00:00,368072,1278
5,594,594001,2016-04-30 00:00:00,4123078,2481
2,202,202025,2014-11-30 00:00:00,2105019,930
7,701,701320,2013-06-30 00:00:00,358525,669
7,775,775260,2013-10-31 00:00:00,29352208,15404
5,541,541079,2016-09-30 00:00:00,2161930,2702
3,309,309069,2014-06-30 00:00:00,297852,862
8,847,847301,2014-05-31 00:00:00,328865,1425
5,586,586037,2014-10-31 00:00:00,1029004,908
8,857,857212,2013-07-31 00:00:00,7555,55
7,788,788268,2014-05-31 00:00:00,251,7
3,391,391106,2014-02-28 00:00:00,943845,1342
1,198,198009,2014-05-31 00:00:00,2859962,819
7,748,748017,2015-05-31 00:00:00,53403633,35669
1,194,194078,2014-09-30 00:00:00,6791028,4561
8,871,871174,2013-06-30 00:00:00,90436,141
7,701,701065,2015-03-31 00:00:00,102314,753
4,410,410080,2014-09-30 00:00:00,1913916,2340
3,391,391218,2013-08-31 00:00:00,113372,224
3,399,399002,2014-01-31 00:00:00,0,10
4,410,410070,2015-12-31 00:00:00,8896518,10464
5,544,544001,2016-08-31 00:00:00,1035311,1455
8,874,874197,2014-12-31 00:00:00,1888420,1278
2,201,201008,2014-04-30 00:00:00,14829,25
8,866,866020,2015-04-30 00:00:00,17693856,11663
2,281,281018,2014-06-30 00:00:00,5433165,3264
8,871,871197,2016-02-29 00:00:00,462,27
3,314,314063,2015-01-31 00:00:00,75474527,56599
8,862,862224,2016-04-30 00:00:00,9319158,3827
3,381,381103,2015-04-30 00:00:00,11667207,13546
1,102,102012,2013-12-31 00:00:00,125050218,108865
4,409,409104,2014-02-28 00:00:00,85730,99
2,227,227079,2016-01-31 00:00:00,2375549,2000
5,540,540084,2013-03-31 00:00:00,4577078,4785
1,106,106001,2013-03-31 00:00:00,39398333,18591
3,313,313096,2015-08-31 00:00:00,105478148,74013
8,856,856046,2013-05-31 00:00:00,5681604,4301
3,380,380283,2015-12-31 00:00:00,307770846,169195
3,317,317286,2014-02-28 00:00:00,28202574,19420
8,862,862003,2013-06-30 00:00:00,92331074,31959
2,279,279014,2015-08-31 00:00:00,5658833,4787
7,739,739106,2015-05-31 00:00:00,5775121,13259
3,303,303065,2016-09-30 00:00:00,6168669,8798
6,698,698009,2015-11-30 00:00:00,18,6
3,311,311317,2015-10-31 00:00:00,23749083,10370
7,797,797320,2014-04-30 00:00:00,15789,140
8,873,873126,2016-02-29 00:00:00,3983951,3211
7,775,775261,2014-05-31 00:00:00,1717090,3022
8,865,865028,2015-04-30 00:00:00,5697442,4705
5,540,540015,2013-12-31 00:00:00,21682004,27034
5,544,544001,2014-12-31 00:00:00,644799,1197
8,862,862006,2013-11-30 00:00:00,12015969,8426
3,381,381009,2013-07-31 00:00:00,45423331,37829
1,105,105007,2016-07-31 00:00:00,168255559,66802
5,540,540059,2015-12-31 00:00:00,106824846,76313
1,103,103079,2015-07-31 00:00:00,102203028,41183
3,326,326083,2015-05-31 00:00:00,14511,468
7,796,796044,2016-01-31 00:00:00,1097272,8574
2,281,281018,2016-02-29 00:00:00,411698,620
3,313,313196,2016-04-30 00:00:00,6579181,5471
4,401,401001,2013-08-31 00:00:00,34335,120
7,787,787267,2013-08-31 00:00:00,3066133,4328
5,585,585032,2015-11-30 00:00:00,46778447,29223
7,796,796034,2015-05-31 00:00:00,273576,1962
5,596,596025,2013-06-30 00:00:00,132850725,63980
4,428,428073,2013-12-31 00:00:00,4832,32
7,775,775254,2014-05-31 00:00:00,964184,2890
5,594,594185,2015-03-31 00:00:00,21074157,10694
5,501,501002,2015-08-31 00:00:00,24243835,18899
1,106,106061,2013-08-31 00:00:00,140060292,42665
1,104,104115,2015-11-30 00:00:00,77945580,43805
3,313,313155,2016-02-29 00:00:00,96648051,44783
5,595,595002,2015-08-31 00:00:00,449584,534
7,701,701105,2014-07-31 00:00:00,3335459,7738
3,324,324117,2016-02-29 00:00:00,2862249,2425
4,410,410028,2015-02-28 00:00:00,473926,564
6,647,647093,2014-09-30 00:00:00,1180861,3798
3,373,373322,2015-09-30 00:00:00,1947247,2470
3,317,317073,2016-09-30 00:00:00,107464785,62290
5,596,596181,2016-08-31 00:00:00,108180804,35224
3,327,327116,2015-07-31 00:00:00,31688633,31135
1,105,105001,2015-09-30 00:00:00,45986551,33011
2,209,209168,2015-11-30 00:00:00,28581348,15808
3,378,378105,2013-05-31 00:00:00,12886429,9901
5,538,538021,2015-01-31 00:00:00,15649824,11717
5,537,537076,2015-10-31 00:00:00,2820938,8323
3,314,314235,2015-05-31 00:00:00,73454462,53353
2,282,282006,2016-05-31 00:00:00,76836455,37569
3,319,319062,2013-07-31 00:00:00,89311679,22836
3,312,312137,2015-01-31 00:00:00,7495603,4303
3,387,387300,2015-03-31 00:00:00,10604250,21547
5,596,596075,2016-04-30 00:00:00,47111908,25105
8,885,885200,2015-09-30 00:00:00,2401455,2049
3,353,353307,2015-07-31 00:00:00,6382,40
2,289,289002,2014-04-30 00:00:00,26362574,17665
1,109,109033,2015-10-31 00:00:00,1232054,1224
3,324,324117,2014-06-30 00:00:00,2996707,2662
8,857,857038,2016-03-31 00:00:00,20696271,10079
3,313,313155,2014-06-30 00:00:00,68201158,43401
3,399,399001,2014-02-28 00:00:00,-1,5
2,208,208014,2013-05-31 00:00:00,2002819,1302
1,106,106234,2014-08-31 00:00:00,22247723,14445
3,309,309069,2016-05-31 00:00:00,1059155,1669
8,870,870199,2013-05-31 00:00:00,12483305,5689
5,596,596118,2014-05-31 00:00:00,78072258,39244
8,864,864211,2014-09-30 00:00:00,6733022,4706
4,423,423073,2015-02-28 00:00:00,16003155,8280
4,410,410133,2014-08-31 00:00:00,26626,179
4,412,412228,2016-04-30 00:00:00,6331205,8009
5,583,583001,2016-02-29 00:00:00,406148,972
8,893,893308,2014-01-31 00:00:00,1069,20
2,202,202089,2015-02-28 00:00:00,43557146,19070
8,863,863024,2016-03-31 00:00:00,32,4
3,322,322111,2015-09-30 00:00:00,573739,1211
8,860,860049,2015-09-30 00:00:00,298882488,89183
8,866,866214,2016-07-31 00:00:00,15225663,7644
2,208,208015,2015-11-30 00:00:00,11239053,2534
2,202,202040,2013-05-31 00:00:00,19585778,7401
3,324,324073,2015-10-31 00:00:00,6852007,8372
7,748,748024,2015-02-28 00:00:00,12249074,9048
4,418,418276,2013-06-30 00:00:00,8668870,5894
7,775,775260,2013-07-31 00:00:00,6169308,11270
1,104,104019,2014-10-31 00:00:00,45157168,28122
3,314,314194,2015-03-31 00:00:00,80,5
2,202,202014,2013-08-31 00:00:00,33229867,10658
4,414,414137,2014-12-31 00:00:00,64813925,26605
7,742,742016,2015-11-30 00:00:00,24576376,22868
7,788,788268,2014-08-31 00:00:00,90,6
3,315,315120,2014-08-31 00:00:00,16298641,8803
3,302,302016,2013-11-30 00:00:00,68765825,27995
8,869,869213,2015-11-30 00:00:00,45378439,15583
5,586,586037,2015-01-31 00:00:00,656085,663
5,541,541057,2016-07-31 00:00:00,3454959,5457
7,701,701311,2015-04-30 00:00:00,96365632,9244
7,751,751363,2016-05-31 00:00:00,19498632,27511
8,862,862008,2014-11-30 00:00:00,45851116,20926
8,869,869020,2015-06-30 00:00:00,64934235,20650
1,101,101028,2015-07-31 00:00:00,165519082,68640
1,104,104020,2015-08-31 00:00:00,10550026,9513
8,864,864211,2016-05-31 00:00:00,10074884,5383
8,863,863024,2014-07-31 00:00:00,43147,222
4,401,401172,2016-09-30 00:00:00,12459380,10541
5,585,585097,2015-10-31 00:00:00,14077067,12556
4,414,414136,2015-04-30 00:00:00,23125127,14987
3,399,399002,2013-10-31 00:00:00,-20,4
8,874,874197,2014-09-30 00:00:00,3976374,2311
4,432,432287,2015-05-31 00:00:00,8048246,5310
1,102,102088,2013-03-31 00:00:00,36882864,11299
1,102,102012,2013-09-30 00:00:00,59966660,43029
1,106,106050,2015-03-31 00:00:00,14482547,6600
3,326,326033,2015-11-30 00:00:00,21241933,9826
2,282,282006,2014-12-31 00:00:00,84941793,44900
7,750,750409,2016-04-30 00:00:00,11261966,10930
2,292,292068,2016-09-30 00:00:00,12449144,6964
7,775,775259,2016-01-31 00:00:00,21971706,44380
7,796,796044,2014-02-28 00:00:00,3775,67
1,105,105068,2015-11-30 00:00:00,174872854,93356
7,787,787266,2015-11-30 00:00:00,2831954,4887
3,303,303065,2016-06-30 00:00:00,6318536,8654
5,541,541057,2014-11-30 00:00:00,440755,547
2,208,208014,2016-09-30 00:00:00,8145215,3161
1,104,104119,2015-06-30 00:00:00,14358366,12838
8,869,869038,2014-11-30 00:00:00,13606319,5599
4,420,420058,2014-03-31 00:00:00,1,1
8,885,885197,2013-08-31 00:00:00,2872069,2260
1,109,109032,2015-11-30 00:00:00,11598343,6559
8,885,885198,2014-12-31 00:00:00,1294032,940
8,860,860047,2015-03-31 00:00:00,41155917,12696
8,867,867289,2015-03-31 00:00:00,51769206,13668
5,544,544001,2014-09-30 00:00:00,526793,947
1,102,102016,2013-10-31 00:00:00,163973242,35943
2,202,202013,2013-06-30 00:00:00,42971633,17937
2,281,281018,2016-05-31 00:00:00,2238452,2364
1,104,104020,2014-03-31 00:00:00,14048432,10074
1,104,104018,2016-04-30 00:00:00,15037811,11364
4,409,409330,2014-10-31 00:00:00,33386805,19974
3,319,319058,2013-06-30 00:00:00,4,1
1,106,106236,2014-11-30 00:00:00,59322,195
1,104,104015,2016-08-31 00:00:00,73085870,45366
5,538,538063,2014-02-28 00:00:00,752,23
3,325,325136,2015-04-30 00:00:00,23137451,16787
8,866,866211,2014-12-31 00:00:00,13443170,11632
7,701,701067,2015-09-30 00:00:00,2397603,4813
3,316,316006,2013-07-31 00:00:00,3551553,3612
8,857,857038,2014-04-30 00:00:00,13341569,7286
8,865,865049,2016-04-30 00:00:00,8865283,5086
3,306,306189,2016-04-30 00:00:00,67975142,35389
3,326,326030,2014-01-31 00:00:00,970327,1112
4,408,408069,2013-04-30 00:00:00,460456,740
7,776,776273,2014-12-31 00:00:00,17609852,35768
5,542,542045,2014-05-31 00:00:00,2936267,4276
8,871,871202,2015-11-30 00:00:00,36,9
1,106,106236,2013-03-31 00:00:00,319375,367
8,847,847301,2015-10-31 00:00:00,23018363,19786
5,542,542318,2014-05-31 00:00:00,4426487,5800
6,645,645037,2013-05-31 00:00:00,1315,28
1,106,106060,2015-11-30 00:00:00,2895684,1584
3,318,318003,2013-05-31 00:00:00,9764218,8975
2,292,292068,2013-05-31 00:00:00,5116017,4569
8,869,869211,2015-05-31 00:00:00,29244921,15353
6,647,647094,2015-10-31 00:00:00,476585,1490
8,867,867231,2013-11-30 00:00:00,79104669,16906
1,110,110140,2015-01-31 00:00:00,75790,266
8,862,862008,2013-03-31 00:00:00,175406320,67026
3,324,324073,2014-05-31 00:00:00,9379072,13208
1,103,103239,2014-01-31 00:00:00,13257764,22625
7,714,714384,2016-08-31 00:00:00,6340837,8004
8,863,863047,2015-04-30 00:00:00,36392751,20230
8,870,870199,2013-08-31 00:00:00,4378838,2831
8,866,866211,2016-08-31 00:00:00,10758241,7076
2,290,290057,2014-02-28 00:00:00,367300,484
8,869,869038,2016-07-31 00:00:00,3818039,4209
2,210,210396,2016-09-30 00:00:00,51399,261
4,432,432042,2013-07-31 00:00:00,7429538,5035
3,316,316007,2013-03-31 00:00:00,3045,34
4,423,423073,2015-05-31 00:00:00,42662870,21186
8,856,856230,2014-03-31 00:00:00,31449240,16718
7,748,748021,2015-03-31 00:00:00,1244099,1073
3,306,306099,2014-02-28 00:00:00,21692,184
3,399,399001,2016-01-31 00:00:00,0,5
7,775,775257,2013-08-31 00:00:00,5428728,6496
1,194,194032,2016-06-30 00:00:00,-2,3
8,869,869020,2015-09-30 00:00:00,48475766,17977
8,885,885191,2014-03-31 00:00:00,1409,37
5,536,536001,2015-10-31 00:00:00,9467109,13190
7,774,774251,2015-01-31 00:00:00,22610049,64942
4,410,410032,2015-12-31 00:00:00,38835349,35237
5,583,583009,2016-01-31 00:00:00,670370,1283
2,290,290059,2015-05-31 00:00:00,77723888,41883
1,102,102010,2014-08-31 00:00:00,39723779,30318
1,102,102011,2015-12-31 00:00:00,144420021,140272
8,862,862004,2013-08-31 00:00:00,34618329,13652
2,210,210300,2015-02-28 00:00:00,211262,440
2,202,202014,2013-05-31 00:00:00,37805653,12797
2,292,292067,2013-06-30 00:00:00,19228,118
5,586,586386,2016-06-30 00:00:00,32999,257
1,101,101028,2015-04-30 00:00:00,97049002,41558
2,202,202089,2016-04-30 00:00:00,83747069,33004
3,318,318002,2013-06-30 00:00:00,4,1
8,860,860241,2014-01-31 00:00:00,58613846,19626
5,540,540069,2014-12-31 00:00:00,49240697,34808
1,103,103087,2015-03-31 00:00:00,29279300,23503
5,583,583032,2015-11-30 00:00:00,27157929,18081
4,401,401172,2016-06-30 00:00:00,12723364,11694
8,862,862007,2013-04-30 00:00:00,79439032,30583
4,432,432287,2015-08-31 00:00:00,8833654,4773
8,869,869038,2013-03-31 00:00:00,14860475,7515
8,868,868310,2013-12-31 00:00:00,21383637,9570
7,748,748103,2015-07-31 00:00:00,3550595,4911
4,428,428028,2013-12-31 00:00:00,2,1
3,312,312208,2015-01-31 00:00:00,33753497,14291
3,314,314064,2015-11-30 00:00:00,25296439,25867
4,410,410313,2013-04-30 00:00:00,37449,80
7,775,775260,2013-04-30 00:00:00,17644390,18014
1,105,105074,2016-06-30 00:00:00,159951888,70878
3,318,318008,2015-12-31 00:00:00,624,13
5,541,541049,2013-10-31 00:00:00,9974,91
7,796,796048,2015-11-30 00:00:00,453642,2800
8,855,855022,2015-09-30 00:00:00,41723994,23622
8,862,862003,2013-12-31 00:00:00,43565217,17693
2,211,211079,2014-03-31 00:00:00,26912695,17960
3,319,319162,2014-04-30 00:00:00,8579049,9996
1,104,104018,2014-11-30 00:00:00,16139536,10100
7,775,775256,2013-12-31 00:00:00,76171778,73470
3,313,313096,2015-02-28 00:00:00,73945702,45227
3,315,315131,2014-03-31 00:00:00,21225838,12279
8,866,866038,2015-11-30 00:00:00,11419658,6361
1,110,110033,2016-09-30 00:00:00,418102,972
3,316,316069,2014-02-28 00:00:00,1021264,1867
3,398,398009,2016-04-30 00:00:00,5040,69
3,380,380161,2016-04-30 00:00:00,17342963,13657
7,742,742304,2014-02-28 00:00:00,6337216,7225
1,106,106002,2014-07-31 00:00:00,98126471,33815
3,381,381101,2016-06-30 00:00:00,7275204,6045
2,208,208069,2015-12-31 00:00:00,3385474,875
4,409,409330,2014-07-31 00:00:00,125379,590
3,313,313155,2016-08-31 00:00:00,139422921,52954
8,869,869211,2015-08-31 00:00:00,38729732,17094
4,410,410334,2014-12-31 00:00:00,17812924,31569
7,701,701067,2015-06-30 00:00:00,3157923,5698
8,855,855011,2015-05-31 00:00:00,17159143,14371
8,860,860050,2015-02-28 00:00:00,22200964,10523
8,866,866211,2014-09-30 00:00:00,13649206,8471
3,326,326030,2013-10-31 00:00:00,937967,580
8,868,868179,2015-11-30 00:00:00,39237294,10112
8,865,865028,2015-10-31 00:00:00,5061215,4249
5,586,586023,2016-04-30 00:00:00,36187,318
8,855,855174,2015-05-31 00:00:00,13665260,9556
6,647,647093,2014-01-31 00:00:00,816409,2286
5,596,596039,2014-06-30 00:00:00,28308294,14221
3,310,310041,2015-04-30 00:00:00,49555,478
5,544,544002,2013-12-31 00:00:00,7017530,8390
2,202,202016,2014-05-31 00:00:00,48034217,12675
1,101,101027,2014-07-31 00:00:00,130329680,67934
5,544,544312,2014-01-31 00:00:00,9,3
8,857,857020,2016-08-31 00:00:00,42839021,19989
4,432,432023,2016-09-30 00:00:00,556725,840
2,201,201027,2016-09-30 00:00:00,73382137,21544
4,417,417132,2014-09-30 00:00:00,14252790,8620
3,317,317161,2016-07-31 00:00:00,3462541,4788
1,106,106051,2013-09-30 00:00:00,26695,121
8,859,859020,2015-01-31 00:00:00,145,12
2,279,279014,2014-07-31 00:00:00,7235000,6387
8,835,835127,2016-01-31 00:00:00,23033570,10741
2,202,202012,2015-01-31 00:00:00,11256768,5313
5,583,583093,2016-09-30 00:00:00,785398,1269
8,885,885198,2013-08-31 00:00:00,3710924,2258
4,418,418278,2013-10-31 00:00:00,16780705,12118
4,410,410222,2015-09-30 00:00:00,1225148,1536
7,774,774253,2014-02-28 00:00:00,5332740,12386
5,501,501145,2013-06-30 00:00:00,2105352,3559
4,418,418132,2016-01-31 00:00:00,18993473,13061
4,431,431059,2014-02-28 00:00:00,16,1
3,316,316017,2014-08-31 00:00:00,2182943,2546
8,856,856230,2014-01-31 00:00:00,19428221,9868
8,872,872007,2016-08-31 00:00:00,44799719,18610
2,209,209169,2014-03-31 00:00:00,113879,262
7,748,748029,2015-08-31 00:00:00,1108434,3083
3,310,310121,2015-08-31 00:00:00,351167,1046
2,289,289006,2016-04-30 00:00:00,96608292,44204
1,100,100000,2014-03-31 00:00:00,-1353,34
2,290,290057,2015-02-28 00:00:00,6834,45
2,282,282004,2013-11-30 00:00:00,5094452,6530
3,319,319059,2013-09-30 00:00:00,252999126,104859
2,282,282002,2015-12-31 00:00:00,189632383,73972
5,596,596065,2014-06-30 00:00:00,54698529,32538
1,104,104014,2016-08-31 00:00:00,58613885,31371
4,420,420059,2015-11-30 00:00:00,100287011,39155
3,322,322082,2015-07-31 00:00:00,609499,1939
4,412,412065,2013-11-30 00:00:00,8965382,4382
8,847,847302,2016-01-31 00:00:00,7485552,4999
7,739,739338,2016-01-31 00:00:00,20140,309
5,583,583032,2013-10-31 00:00:00,16284312,14610
4,420,420091,2013-05-31 00:00:00,81,3
2,291,291057,2014-08-31 00:00:00,168,12
5,538,538063,2013-09-30 00:00:00,5818,72
3,316,316016,2016-05-31 00:00:00,7373585,7611
7,752,752051,2015-01-31 00:00:00,50725837,19017
1,110,110300,2015-04-30 00:00:00,62486,399
3,303,303065,2015-10-31 00:00:00,4348349,8140
1,108,108060,2016-01-31 00:00:00,1,1
5,541,541008,2016-07-31 00:00:00,6844724,5045
3,310,310030,2014-01-31 00:00:00,6187409,9977
7,796,796165,2014-12-31 00:00:00,813100,4090
4,410,410219,2016-01-31 00:00:00,947513,1755
4,416,416069,2013-12-31 00:00:00,1677446,4336
8,871,871202,2014-07-31 00:00:00,5768,37
3,319,319059,2016-06-30 00:00:00,280660339,104856
3,381,381009,2013-11-30 00:00:00,18878268,16305
5,596,596062,2014-10-31 00:00:00,2940,28
3,318,318203,2015-04-30 00:00:00,36861688,35653
3,326,326080,2016-04-30 00:00:00,94991,800
5,536,536006,2016-08-31 00:00:00,1802831,3516
5,596,596182,2016-04-30 00:00:00,43994686,20027
5,541,541057,2014-12-31 00:00:00,887486,1295
4,414,414136,2015-05-31 00:00:00,23316135,14059
5,585,585032,2015-09-30 00:00:00,6850186,6843
3,310,310080,2013-04-30 00:00:00,674408,1479
3,323,323247,2016-02-29 00:00:00,41250,125
1,105,105245,2013-11-30 00:00:00,16766344,14128
1,106,106062,2015-03-31 00:00:00,25342932,12014
3,353,353298,2013-11-30 00:00:00,1633380,1448
8,868,868310,2016-09-30 00:00:00,12743059,4784
1,104,104019,2014-03-31 00:00:00,40068209,22503
7,797,797042,2016-05-31 00:00:00,1775,43
4,410,410039,2013-04-30 00:00:00,21,1
7,775,775258,2016-08-31 00:00:00,9268947,10905
1,104,104120,2013-05-31 00:00:00,530328,453
7,751,751026,2015-12-31 00:00:00,63403827,58148
2,202,202018,2013-12-31 00:00:00,23934027,7236
5,596,596244,2014-05-31 00:00:00,27802113,13162
1,103,103087,2013-03-31 00:00:00,47339220,36276
4,423,423132,2013-10-31 00:00:00,15102448,10463
1,110,110001,2015-04-30 00:00:00,450725,2217
4,420,420092,2016-02-29 00:00:00,13717304,9440
1,102,102088,2015-03-31 00:00:00,34029111,11733
1,102,102067,2014-12-31 00:00:00,1127075,2961
6,646,646081,2014-05-31 00:00:00,17777980,27510
4,403,403177,2016-06-30 00:00:00,12732644,6103
8,835,835130,2014-05-31 00:00:00,5004832,4040
8,867,867289,2013-06-30 00:00:00,87862980,21609
8,847,847301,2015-11-30 00:00:00,21093088,19253
4,408,408007,2016-01-31 00:00:00,1832123,1193
8,864,864009,2014-07-31 00:00:00,68492748,25586
1,106,106236,2015-11-30 00:00:00,3365,43
7,742,742101,2015-09-30 00:00:00,1058692,1697
7,776,776273,2016-09-30 00:00:00,7601211,9332
7,749,749001,2015-06-30 00:00:00,53304796,37046
5,540,540084,2013-04-30 00:00:00,5062066,5458
1,104,104015,2014-05-31 00:00:00,97985646,53918
5,594,594390,2016-06-30 00:00:00,15875798,16843
5,585,585070,2015-09-30 00:00:00,798323,1451
7,742,742011,2013-10-31 00:00:00,35846821,32433
8,868,868026,2013-07-31 00:00:00,70090578,18850
4,412,412150,2016-04-30 00:00:00,15580785,10657
5,596,596039,2016-05-31 00:00:00,21264417,9359
8,868,868024,2015-08-31 00:00:00,29132110,8671
3,326,326206,2016-04-30 00:00:00,265513,1644
7,774,774250,2015-11-30 00:00:00,16098990,16631
8,870,870175,2013-03-31 00:00:00,24148189,13084
3,384,384104,2013-09-30 00:00:00,42021,183
8,885,885175,2013-10-31 00:00:00,3693722,1746
3,303,303061,2014-04-30 00:00:00,6089691,4851
1,103,103239,2016-07-31 00:00:00,19053185,30999
8,857,857020,2014-09-30 00:00:00,21192711,10879
4,478,478048,2014-11-30 00:00:00,13815516,5749
2,290,290062,2016-04-30 00:00:00,35423900,19191
8,867,867236,2014-06-30 00:00:00,68349350,18420
4,409,409104,2015-06-30 00:00:00,71254,156
8,856,856230,2013-07-31 00:00:00,29156235,16280
1,102,102025,2014-05-31 00:00:00,52844085,15396
8,859,859212,2013-05-31 00:00:00,2468924,1617
5,540,540015,2015-12-31 00:00:00,66541488,58650
7,739,739337,2015-11-30 00:00:00,64107,475
2,208,208060,2013-10-31 00:00:00,20900698,4859
8,869,869214,2014-11-30 00:00:00,68940182,32510
8,867,867231,2013-10-31 00:00:00,59680371,13453
5,596,596323,2015-01-31 00:00:00,30341586,17007
8,860,860050,2015-06-30 00:00:00,26742035,11175
3,327,327104,2015-06-30 00:00:00,15201284,12612
3,320,320190,2016-04-30 00:00:00,50320137,22411
5,541,541084,2014-08-31 00:00:00,2208033,2876
2,201,201001,2013-05-31 00:00:00,13098,47
3,314,314064,2013-11-30 00:00:00,30582562,23837
8,885,885202,2014-11-30 00:00:00,283346,382
5,586,586030,2014-05-31 00:00:00,122218,699
4,410,410313,2014-03-31 00:00:00,3235,20
1,104,104115,2013-11-30 00:00:00,77901708,41040
